Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,24,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,212,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,987","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,4,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,657,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"4,858","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,C,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,947,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,987,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,834,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H24,Total assets,Financial position,"7,084","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H25,Current assets,Financial position,"3,928","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,169","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,259,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,68,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H29,Other assets,Financial position,"1,987","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,"7,084","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,908","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,"2,809","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,"1,367","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"310,000","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"29,900","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H36,Current ratio,Financial ratios,140,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H37,Quick ratio,Financial ratios,105,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,33,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H39,Return on equity,Financial ratios,29,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H40,Return on total assets,Financial ratios,12,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,41,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H01,Total income,Financial performance,"4,083","ANZSIC06 groups C241, C242, C243, and C244"
